screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
D_jeneration,Henry(Joe Biden will heal America) Djoutsa,59862199,1279203265088040961,/D_jeneration/status/1279203265088040961,2020-07-03 23:59:59,1593820799,'We need to live with it': The White House is readying a new message for the nation on the coronavirus.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">'We need to live with it': The White House is readying a new message for the nation on the <strong>coronavirus</strong>.</p>",[],[],False,[],,10,3,1,True,False,,[]
elimpulsocom,Elimpulso.com,42074231,1279203258561712129,/elimpulsocom/status/1279203258561712129,2020-07-03 23:59:57,1593820797,#EnVivo Jorge Rodríguez anuncia 264 nuevos casos de coronavirus. Cifra total de positivos en Venezuela incrementa a 6.537 #3Jul,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/EnVivo?src=hash""><s>#</s><b>EnVivo</b></a> Jorge Rodríguez anuncia 264 nuevos casos de <strong>coronavirus</strong>. Cifra total de positivos en Venezuela incrementa a 6.537 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3Jul?src=hash""><s>#</s><b>3Jul</b></a></p>",[],"['EnVivo', '3Jul']",False,[],,6,9,0,False,False,,[]
cindian1,cynthia w Nelson,172399876,1279203257710149632,/cindian1/status/1279203257710149632,2020-07-03 23:59:57,1593820797,"Now time to listen to the ""science"" of the #climatecrisis and transition to a #justrecovery #banfracking #keepitintheground
#transition for #peace 
Listen to the #science in the same way we did with #covid19 no #excuses","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Now time to listen to the ""science"" of the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/climatecrisis?src=hash""><s>#</s><b>climatecrisis</b></a> and transition to a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/justrecovery?src=hash""><s>#</s><b>justrecovery</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/banfracking?src=hash""><s>#</s><b>banfracking</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/keepitintheground?src=hash""><s>#</s><b>keepitintheground</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/transition?src=hash""><s>#</s><b>transition</b></a> for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/peace?src=hash""><s>#</s><b>peace</b></a> 
Listen to the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/science?src=hash""><s>#</s><b>science</b></a> in the same way we did with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covid19?src=hash""><s>#</s><b><strong>covid19</strong></b></a> no <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/excuses?src=hash""><s>#</s><b>excuses</b></a></p>",[],"['climatecrisis', 'justrecovery', 'banfracking', 'keepitintheground', 'transition', 'peace', 'science', 'covid19', 'excuses']",False,[],,18,5,2,True,True,1279200155950911488,"[{'screen_name': 'jjhorgan', 'user_id': '232427887'}, {'screen_name': 'CNN', 'user_id': '759251'}]"
djaamor16,"no me conoces,yo si,soy del 41%💪💪💪",2415840595,1279203257395617793,/djaamor16/status/1279203257395617793,2020-07-03 23:59:57,1593820797,"En qué se parecen el coronavirus y la Kretina???
Que se llevan ""muertos""
Pero nunca sabremos cuántos!!!🐍🐍🐍","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">En qué se parecen el <strong>coronavirus</strong> y la Kretina???
Que se llevan ""muertos""
Pero nunca sabremos cuántos!!!<img alt=""🐍"" aria-label=""Emoji: Snake"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f40d.png"" title=""Snake""/><img alt=""🐍"" aria-label=""Emoji: Snake"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f40d.png"" title=""Snake""/><img alt=""🐍"" aria-label=""Emoji: Snake"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f40d.png"" title=""Snake""/></p>",[],[],False,[],,0,0,0,False,False,,[]
winnipegsun,Winnipeg Sun,28587570,1279203257194295299,/winnipegsun/status/1279203257194295299,2020-07-03 23:59:57,1593820797,"Trump visits Mount Rushmore amid controversy, coronavirus concerns https://winnipegsun.com/news/world/trump-visits-mount-rushmore-amid-controversy-coronavirus-concerns/wcm/785d0c38-c8f1-4565-8e52-44b1d41ca1ba?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1593818845 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Trump visits Mount Rushmore amid controversy, <strong>coronavirus</strong> concerns <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://winnipegsun.com/news/world/trump-visits-mount-rushmore-amid-controversy-coronavirus-concerns/wcm/785d0c38-c8f1-4565-8e52-44b1d41ca1ba?utm_term=Autofeed&amp;utm_medium=Social&amp;utm_source=Twitter#Echobox=1593818845"" dir=""ltr"" href=""https://t.co/LfrqGRFFOd"" rel=""nofollow noopener"" target=""_blank"" title=""https://winnipegsun.com/news/world/trump-visits-mount-rushmore-amid-controversy-coronavirus-concerns/wcm/785d0c38-c8f1-4565-8e52-44b1d41ca1ba?utm_term=Autofeed&amp;utm_medium=Social&amp;utm_source=Twitter#Echobox=1593818845""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">winnipegsun.com/news/world/tru</span><span class=""invisible"">mp-visits-mount-rushmore-amid-controversy-coronavirus-concerns/wcm/785d0c38-c8f1-4565-8e52-44b1d41ca1ba?utm_term=Autofeed&amp;utm_medium=Social&amp;utm_source=Twitter#Echobox=1593818845</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://winnipegsun.com/news/world/trump-visits-mount-rushmore-amid-controversy-coronavirus-concerns/wcm/785d0c38-c8f1-4565-8e52-44b1d41ca1ba?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1593818845'],['Echobox'],False,[],,1,0,0,False,False,,[]
CrObservador,ElObservadorCR,1073266763410956288,1279203256405721089,/CrObservador/status/1279203256405721089,2020-07-03 23:59:57,1593820797,"El martes de esta semana, un mensaje falso en WhatsApp generó la alarma y el cierre temporal del Mercado Central en San José. #Covid19
https://observador.cr/noticia/mercado-central-de-san-jose-funciona-con-normalidad-y-libre-de-covid-19-afirma-administracion/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El martes de esta semana, un mensaje falso en WhatsApp generó la alarma y el cierre temporal del Mercado Central en San José. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Covid19?src=hash""><s>#</s><b><strong>Covid19</strong></b></a>
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://observador.cr/noticia/mercado-central-de-san-jose-funciona-con-normalidad-y-libre-de-covid-19-afirma-administracion/"" dir=""ltr"" href=""https://t.co/XH4aQQ0crg"" rel=""nofollow noopener"" target=""_blank"" title=""https://observador.cr/noticia/mercado-central-de-san-jose-funciona-con-normalidad-y-libre-de-covid-19-afirma-administracion/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">observador.cr/noticia/mercad</span><span class=""invisible"">o-central-de-san-jose-funciona-con-normalidad-y-libre-de-covid-19-afirma-administracion/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://observador.cr/noticia/mercado-central-de-san-jose-funciona-con-normalidad-y-libre-de-covid-19-afirma-administracion/'],['Covid19'],False,[],,0,0,0,False,False,,[]
urdukhabrein,urdu khabrein,1217503585791086592,1279203255386603522,/urdukhabrein/status/1279203255386603522,2020-07-03 23:59:57,1593820797,"بش،مٹ رومنی،کولن پاول، مک کین کی بیوہ بھی ٹرمپ کاساتھ نہیں دیں گی،امریکی میڈیا
#UNBANPUBGPAKISTAN #TrainAccident #LadakhBorder #CoronaVirus #america","<p class=""TweetTextSize js-tweet-text tweet-text tweet-text-rtl"" data-aria-label-part=""0"" lang=""ur"">بش،مٹ رومنی،کولن پاول، مک کین کی بیوہ بھی ٹرمپ کاساتھ نہیں دیں گی،امریکی میڈیا
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UNBANPUBGPAKISTAN?src=hash""><s>#</s><b>UNBANPUBGPAKISTAN</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TrainAccident?src=hash""><s>#</s><b>TrainAccident</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LadakhBorder?src=hash""><s>#</s><b>LadakhBorder</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CoronaVirus?src=hash""><s>#</s><b><strong>CoronaVirus</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/america?src=hash""><s>#</s><b>america</b></a></p>",[],"['UNBANPUBGPAKISTAN', 'TrainAccident', 'LadakhBorder', 'CoronaVirus', 'america']",False,[],,1,0,0,False,False,,[]
chaco_minuto,Minuto Chaco,1261640967284760577,1279203255260712960,/chaco_minuto/status/1279203255260712960,2020-07-03 23:59:57,1593820797,[Provincia] Coronavirus: dos nuevas muertes y otros 37 contagios en el Chaco https://minutochaco.com.ar/contenido/1257/coronavirus-dos-nuevas-muertes-y-otros-37-contagios-en-el-chaco …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">[Provincia] <strong>Coronavirus</strong>: dos nuevas muertes y otros 37 contagios en el Chaco <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://minutochaco.com.ar/contenido/1257/coronavirus-dos-nuevas-muertes-y-otros-37-contagios-en-el-chaco"" dir=""ltr"" href=""https://t.co/XiwaduAmq0"" rel=""nofollow noopener"" target=""_blank"" title=""https://minutochaco.com.ar/contenido/1257/coronavirus-dos-nuevas-muertes-y-otros-37-contagios-en-el-chaco""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">minutochaco.com.ar/contenido/1257</span><span class=""invisible"">/coronavirus-dos-nuevas-muertes-y-otros-37-contagios-en-el-chaco</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://minutochaco.com.ar/contenido/1257/coronavirus-dos-nuevas-muertes-y-otros-37-contagios-en-el-chaco'],[],False,[],,0,0,0,False,False,,[]
MyRiversideHome,Riverside Homes,863067608341508096,1279203250072363008,/MyRiversideHome/status/1279203250072363008,2020-07-03 23:59:55,1593820795,"Over the last few months, the coronavirus outbreak has not only altered our daily lives, but has also shed light on the way we live at home. What do home offices, mudrooms and outdoor living spaces have in common? Read our latest blog: http://ow.ly/I8FZ30qW3lQ  #RiversideHomesJaxpic.twitter.com/fY7U20cAsB","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Over the last few months, the <strong>coronavirus</strong> outbreak has not only altered our daily lives, but has also shed light on the way we live at home. What do home offices, mudrooms and outdoor living spaces have in common? Read our latest blog: <a class=""twitter-timeline-link"" data-expanded-url=""http://ow.ly/I8FZ30qW3lQ"" dir=""ltr"" href=""https://t.co/cvUVarCNSS"" rel=""nofollow noopener"" target=""_blank"" title=""http://ow.ly/I8FZ30qW3lQ""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ow.ly/I8FZ30qW3lQ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RiversideHomesJax?src=hash""><s>#</s><b>RiversideHomesJax</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/fY7U20cAsB"">pic.twitter.com/fY7U20cAsB</a></p>",['http://ow.ly/I8FZ30qW3lQ'],['RiversideHomesJaxpic'],True,['https://pbs.twimg.com/media/EcCkk18XkAI9NKA.jpg'],,0,0,0,False,False,,[]
DanielLaurieMD,Daniel Laurie MD,1241714313485791238,1279203249686319104,/DanielLaurieMD/status/1279203249686319104,2020-07-03 23:59:55,1593820795,The #covid19 vaccine trials https://twitter.com/robin_shattock/status/1278411650018795520 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">The <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covid19?src=hash""><s>#</s><b><strong>covid19</strong></b></a> vaccine trials <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/robin_shattock/status/1278411650018795520"" dir=""ltr"" href=""https://t.co/UmWu4OSirW"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/robin_shattock/status/1278411650018795520""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/robin_shattock</span><span class=""invisible"">/status/1278411650018795520</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/robin_shattock/status/1278411650018795520'],['covid19'],False,[],,0,0,0,False,False,,[]
