created_at,loc,sentiment,subjectivity,text,user_id,verified
2020-04-02 00:00:00+00:00,CA,0.0,0.06666666666666668,change course yesterday last week evvivabrands uncharted territory corona crisis https ooohf,u461918,0
2020-04-02 00:00:01+00:00,NH,0.0,0.0,panamaredin case were wondering what corona virus test like coronavirususa coronavirustesting https zdkugm,u72435,0
2020-04-02 00:00:05+00:00,TX,0.4,0.625,alanadriggers better start college online corona needs calm,u438251,0
2020-04-02 00:00:07+00:00,ME,0.0,0.0,bridgeyyyb when easter eater bunny still coming since animals contract corona,u265646,0
2020-04-02 00:00:07+00:00,NV,-0.5333333333333333,0.6,quarantine slowly turning into that annoying person randomly shouts corona virus that daawg,u394437,0
2020-04-02 00:00:08+00:00,MI,0.0,0.0,panamaredin case were wondering what corona virus test like coronavirususa coronavirustesting https zdkugm,u499305,0
2020-04-02 00:00:09+00:00,MD,0.26666666666666666,0.3666666666666667,just want this corona shit away back living best life ffsssss,u25509,0
2020-04-02 00:00:11+00:00,TX,0.13636363636363635,0.4545454545454545,unntv coronavirus patient died front town hall hubei china hospitals turned away covid patients after,u138033,0
2020-04-02 00:00:12+00:00,FL,0.0,0.0,wickdjaye publix feel like that corona stomping grounds amazon look into thank,u837266,0
2020-04-02 00:00:13+00:00,CA,0.0,0.0,helpful facts about corona virus always wear mask gloves protect yourself others virus cannot https iwwj llqwr,u1237407,0
2020-04-02 00:00:14+00:00,FL,-0.5,1.0,process these numbers coming today corona happening,u970863,0
2020-04-02 00:00:14+00:00,LA,0.0,0.0,someone apartment corona,u404898,0
2020-04-02 00:00:18+00:00,MT,0.0,0.0,jjbartolo repmattgaetz sounds things corona rights getting america back work miss this itunes https,u262267,0
2020-04-02 00:00:19+00:00,AZ,0.3,0.75,ahmedmuhumed most used terms 2020 corona quarantine covid please stay home,u1252243,0
2020-04-02 00:00:21+00:00,MT,0.0,0.0,repmattgaetz mustread from charliekirk coronavirus stimulus college students these things help them their fami,u262267,0
2020-04-02 00:00:25+00:00,SC,0.0,0.0,what cannabis cured corona,u1252244,0
2020-04-02 00:00:25+00:00,FL,0.0,0.0,panamaredin case were wondering what corona virus test like coronavirususa coronavirustesting https zdkugm,u800724,0
2020-04-02 00:00:27+00:00,CA,0.08333333333333333,0.7333333333333334,people think funny make april fool joke about corona virus distasteful please better,u1252245,0
2020-04-02 00:00:28+00:00,DE,0.0,0.0,inevitable_et corona virus testing effort hampered kits contaminated with covid that acquired company that sent,u1015219,0
2020-04-02 00:00:28+00:00,FL,0.0,0.0,theedreadgod corona take before ever,u413720,0
2020-04-02 00:00:28+00:00,IL,0.3333333333333333,0.6666666666666666,brother joking saying gonna survived corona virus tattoo boldly said haven,u1039548,0
2020-04-02 00:00:29+00:00,TX,-0.07777777777777779,0.4444444444444444,averygmarie counting down days until graduation corona different plans https addeplifwi,u515421,0
2020-04-02 00:00:31+00:00,NM,0.01111111111111109,0.37777777777777777,corona times news omelette game getting really strong stop from being https hhosrhxk,u891536,0
2020-04-02 00:00:31+00:00,CA,-0.28,0.52,lexie_quiles corona really said fuck your birthday fuck your trip fuck your fuck,u116878,0
2020-04-02 00:00:34+00:00,TN,0.0,0.0,therickwilson trump distracted impeachment couldnt focus corona except when golfing about dozen times,u591147,0
2020-04-02 00:00:36+00:00,CA,-0.8,0.9,piehutchins corona make appreciate college miss going class saying hate class,u106001,0
2020-04-02 00:00:37+00:00,GA,0.0,0.0,panamaredin case were wondering what corona virus test like coronavirususa coronavirustesting https zdkugm,u622051,0
2020-04-02 00:00:41+00:00,TX,0.0,0.0,anyone else just farting this corona virus,u1252246,0
2020-04-02 00:00:41+00:00,CO,0.525,0.5166666666666666,austin thought corona virus just doing cardio first time months,u1252247,0
2020-04-02 00:00:45+00:00,MD,-0.8,0.9,antwheels season finale joebuddenpod joebudden corona gots hate here they taking thing,u338787,0
2020-04-02 00:00:46+00:00,NV,0.0,0.0,wait these frat guys partying corona,u778945,0
2020-04-02 00:00:47+00:00,CA,-0.5000000000000001,0.8666666666666667,boss letting wear casual clothes this month corona bought over work clothes this https p01lpic7wa,u122707,0
2020-04-02 00:00:47+00:00,OK,0.0,0.0,corona chris mann https rowd youtube,u101382,0
2020-04-02 00:00:48+00:00,WA,0.0,0.0,markiejp coffins ivanka trump trademark coffins numero corona virus deaths that fact sink folks,u893987,0
2020-04-02 00:00:51+00:00,IL,0.5681818181818181,0.7272727272727273,frankfigliuzzi masterful strategy lead this press conference with counter drug strategy instead talking about corona,u882746,0
2020-04-02 00:00:52+00:00,IL,0.06818181818181818,0.5397727272727273,freezerohedge here again china puts entire county lockdown after corona cluster emerges https kjegkh,u118245,0
2020-04-02 00:00:53+00:00,TN,0.0,0.0,husband sister just called police corona front kids,u1252248,0
2020-04-02 00:00:54+00:00,IL,0.0,0.0,panamaredin case were wondering what corona virus test like coronavirususa coronavirustesting https zdkugm,u1252249,0
2020-04-02 00:00:55+00:00,GA,0.0,0.1,actuallyemerson commercials time corona trying address crisis without actually mentioning crisis https,u1252250,0
2020-04-02 00:00:55+00:00,FL,-0.2916666666666667,0.5416666666666666,psychobunny ordered hats employees thank them hard work during corona virus pandemic only receiv https oe9klyegza,u1252229,0
2020-04-02 00:00:55+00:00,FL,-0.8,0.9,hate here corona home trying make some money,u914343,0
2020-04-02 00:00:55+00:00,MS,0.0,0.0,inevitable_et corona virus testing effort hampered kits contaminated with covid that acquired company that sent,u6931,0
